full_text,emotion
Padahal daripada seperti itu kan bisa Serdos itu gak diganggu gugat karena sudah melekat di Sertifikat Profesi. Kenapa tidak dikurangi dulu Serdosnya baru dihitung prestasinya@kemdiktisaintek please deh yang kayak gini aja kok gak dipikirkan siiih https://t.co/AbWOFtdG37,neutral
Kalau minus tersebut dirapel dari Januari s/d Juni selamat kalian telah berutang sebanyak 6 x (-172.480) = -1.034.880,neutral
@tukin_dosenASN Adaksi mestinya melapor juknis itu ke Presiden @prabowo bahwa Juknis lebih rumit dari Perpres. Kalau tidak ada niat mensejahterakan dosen ya tidak usah.,neutral
@Sam_Ardi @prabowo @bang_dasco @tukin_dosenASN Buset kolam lain aja bisa kok tubel bebas kewajiban tukin 100%. Medit banget ini negara sama dosen.,neutral
GA NIAT MENSEJAHTERAKAN!,neutral
@DataPrint9 Iya ga perlu gaji &amp; tukin gede. Cukup serahkan ke Netizen. Gratis malah ,joy
@tukin_dosenASN Untuk tukin kinerja ini luaran penelitian yang di luar BKD (di luar SISTER/nggak dimasukkan dalam hitungan BKD di SISTER) ya?,neutral
@tukin_dosenASN @nick_pati Ini luaran penelitian yang di luar BKD (di luar SISTER/nggak dimasukkan dalam hitungan BKD di SISTER) ya?,neutral
@pepespeem Ngelihat besaran tukin fungsional utama dan ngelihat kinerja dan kontribusi mereka di kantor itu beneran bikin jengkel.,neutral
@PNS_Garis_Lucu Beneran naik gak sih tukin?,neutral
Pak @prabowo pasca Perpres 19/2025 ttg tukin Mendikti sahkan Permendikti 23/2025. Psl 14 dosen tubel bebas kewajiban dapat 60% dari kelas jabatan. Nyatanya juknis dosen AA &amp; Lektor pendapatan tadi masih dikali lagi 60% belum potong pajak!. Galak! cc @bang_dasco @tukin_dosenASN https://t.co/jGpTJoznH4,sadness
Gaji 5 juta itu udah termasuk tukin dan di awal cuma dapat gapok aja sih,joy
kirain tukin dosen tubel 60% beneran ternyata dibuat rumit lg hitungannya intinya diambil yang paling sedikit di ppt nya cuma dibuat 60% aja ga ada hitungan gini nasib https://t.co/oZrXCdgY9J,neutral
Diam berdebu bergerak minta tambah masa kerja. Perjuangin tuh tukin umbi2an bukan yg g siap ngadepin post power syndrom,neutral
@Siskabenang @tukin_dosenASN @MonkeyDisana @Pejuangsakti55 @Kemdiktisaintek Ya kalo pengin pro ya bayarannya juga nge-pro lah. repot juga klo masalah urusan perut n dapur org lain. Janganken dosen guru2 non tpg malahan jadi korban tdk jam ngajar sesuai sk. hal serupa juga utk guru2 yg dpt tpg. Perlu disikapi dgn seksama dan BIJAK.,anger
beberapa hal mendasar tukin dosen mirip2 dgn tpg. imho Janganlah mempersulit mudahkanlah bila terkait kesejahteraan bersama/khalayak.,trust
Negara punya cukup uang utk bayar tukin fungsional utama sebanyak itu?,neutral
@tukin_dosenASN Artinya cerewet kita kemarin2 itu ngefek lanjutkan!!,neutral
@detikcom apakah tukin dosen akan disederhanakan? kita tunggu,neutral
@Siskabenang @Pejuangsakti55 @tukin_dosenASN @Kemdiktisaintek BLU remun kecil,neutral
@MonkeyDisana @Pejuangsakti55 @tukin_dosenASN @Kemdiktisaintek Efisiensi menyebabkan remun dosen umbi tdk turun? Itu di univ PTN BH atau BLU? Sy rasa dgn adanya remun tinggi orang2 tertentu atmosfer kampus jd toxic dan predatory ke dosen muda. Politik adu domba dilancarkan pimpinan yg harusnya mengayomi. Akademisi jd ijo buta duit matanya.,anger
@ASN_TELADAN Korpri keluarnya pas beginian doang sama pas mintain iuran korpri. Itu gaji guru kecil Tukin dosen ga keluar aja ngilang. Asu,joy
@nabiylarisfa @hariankompas @pekerjakampus Jd dosen muda dgn gaji 3 jt di atmosfer sikut sana sini. Dosen senior sinis dgn keberadaan kami krn mengancam renum mengajar mereka. Tdk diberikan mengajar teori dan hanya praktikum. Dan adanya renum disamakan dgn tukin menyebabkan PTN BH tdk dpt tukin. Sy sudah trauma dgn renum.,joy
@Richvestor @worksfess Kalau gaji sesuai golongan kalau tukin bervariasi tergantung jabatannya apa,joy
@yanuarnugroho Mereka itu bukan ngewakilin pns tp buat diri mereka sendiri. Potongan korpri yg tiap bulan ada aja gak ada transparasinya. Yg dibutuhkan semua asn tuh keadilan tukin/tpp biar gak jomplang antara yg sultan sama yg jelata,fear
@AdvokatSyukniTP @nabiylarisfa YA MASALAHNYA DISITU. KENAPA HARUS NYAMBI KENAPA GAJI DOSEN TIDAK SESUAI UPAH MINIMUM. ITU MASALAHNYA BANG SI PALING ADVOKAT ! Apa ga malu ini profesi advokat dipake username tp mikir root cause problem sederhana gabisa @tukin_dosenASN @direktoridosen,fear
Tukin berkeadilan️ Single salary ️ Usia pensiun ️,neutral
@monoadab @tukin_dosenASN Kpop ASN kah,neutral
@AirinDatangLagi Dimulai dari anda dan teman-teman anda pak di DPD sana coba sumbangkan 50% gaji dan tukin ya coba contohkan ke kami rakyat jangan cuma NATO aja bisanya!,joy
@BetaEpsilonPhi Wkwkwkkw. Harusnya justru pemerataan tukin/tpp pemerataan dlm Hal ini bisa aja ga mesti sama tp ya gap nya ga begitu jauh lah masa Kemenkeu sama KL lain jauh bgt bagai bumi ke galaxy Andromeda bedanya. Sama kaya pemda pun gitu. Pdahal bebannya bisa jadi sama dgn tusi msg2,fear
@tukin_dosenASN Kirain rilis produk batik baru padahal udah antusias,neutral
@tukin_dosenASN Disana tertulis di bidang keahlian masing2 coba di cek di kantor2 dinas apakah sesuai antara keahlian dan bidang yang dikerjakannya?? Level kementrian aja masih banyak yg ga sesuai keahlian loh,neutral
Giliran tuntutan tukin dosen yg diminta banyak ASN korpri gak hadir Giliran masa kerja ditambah ASN gak ada yg minta. Eh malah ngide bikin permintaan. Ada2 aja,trust
@tukin_dosenASN @KemenperinRI Bayangin nasib itu PPPK adalah dosen tetap yayasan yg dinegerikan tapi pengakuan masa kerjanya 0,neutral
@Kemdiktisaintek tau kan kenapa kemarin kami nuntut Tukin For All ,neutral
Weuuw tiba tiba muncul Korps Si Paling ASN,neutral
@RickyKardjono Tolong untuk MBG ini pak @prabowo bisa alihkan tuh yg namanya efisiensi untuk nambah modal program MBG atau bisa ke @KemensetnegRI untuk mengambil beberapa persen dari tukin atau anggaran perjalanan pejabat di negri ini saja. Jangan lagi dibebani ke rakyat.,trust
@MonkeyDisana @Pejuangsakti55 @tukin_dosenASN @Kemdiktisaintek Dosen senior mengajar 20 sks lebih tdk membagi jatah demi pundi remun full. Akibatnya tdk maksimal mengajarnya dan mahasiswa yg terkena korban sistem ini. Demi remun kualitas pengajaran jd dikorbankan padahal sy dosen muda untuk satu matkul saja lebih dari 24 jam mempersiapkan.,fear
@MonkeyDisana @Pejuangsakti55 @tukin_dosenASN @Kemdiktisaintek Sistem remun ptn tdk sehat saya &amp; rekan dosen muda jengah jd korban politik hanya krn senior terancam remun jd turun krn banyak dosen baru yg masuk. Disindir sana-sini krn dosen senior ingin mempertahankan sistem lama dmn remun pengajaran full 100% masuk kantong mereka.,fear
Mending bahas kewajiban pns untuk mendapatkan tukin dah banyak pns di daerah yang ga dapat terutama nakes dan guru,neutral
Tukin terhutang sejak 2019 semakin jauuuuuuh.... Parah!,neutral
@alatasdarmin @azwarlnst_ @ashybrownycat Jasa layanan medis mas. Kebetulan aku gadapet tukin,fear
@geloraco Mendiksaintek belum maksimal ciptakan lingkungan yg kondusif di kampus2 berkenaan dgn adanya petisi Dewan GB Fak.Kedokteran UI &amp; Unpad serta isu tukin-remun dosen2 kampus blu belum tuntas. Mestinya bisa bahas bersama dgn menkes dlm rapat kabinet dgn presiden.,sadness
@keduabuatlah @PolJokesID prajurit rendahan tapi tukin nya bisa di atas eselon 3 kementerian lain.,joy
@tukin_dosenASN Umur masih muda daftar PPPK lewat jalur ordal trus minta jadi PNS sih kebangetan ,joy
@kogoromilenial yg dicela netijen ini sprtinya yang pppk jalur keluarga/ordal yang baru mengabdi umur masih muda belia masih panjang kesmpatan utk dftr CPNS cmiw..,joy
@nick_pati menurut hemat mimin kalau gak diatur harus penulis pertama/corrspondg author ya brrti boleh jadi anggota ,neutral
@akusopoiki29 waduuh ini mimin belum paham nih konteks demonya apa,neutral
@tukin_dosenASN iya ini min kok sepi beritanya. Ngomong2 mereka itu kasihan juga (tp kok malah dicela oleh sebagian netijen). PTN baru &amp; PPPK itu ga sesimpel ngomongin honorer yang diangkat jadi PPPK. Contoh: persoalan S3 kenaikkan jabfung dll,sadness
Baru gw omongin eh kejadian Prabowo &amp; menteri kasih jalan buat tukin dosen tp birokrat di kementerian yang mempersulit,joy
@tukin_dosenASN Yang penting jangan demo minta dijadikan pns,neutral
Ya Allah gak muluk-muluk semoga angka tukin kantor hamba naik 80% ,neutral
@Sam_Ardi @Kemdiktisaintek Tukin itu dicairkan. Kok malah sosialisasi ,neutral
Prof. Suning : Mohon diberi ruang nyaman tidak dengan penuh tekananan Kami gak ada yang ngasi tekanan bu..ngegass aja dikit ,neutral
Terbaru untuk Luaran Penelitian ada masa berlakunya‍️ https://t.co/YjiPSGeaUO,neutral
Demo PPPK Dosen hari ini ada yang ikut gak ya teman2 dosen tag mimin dong. Selama untuk peningkatan kesejahteraan Dosen mimin dukung ️️,joy
@Sam_Ardi demo PPPK?,neutral
@tukin_dosenASN Konteksnya karena ada demo tentu saja https://t.co/K1K5vdhsHL,neutral
@pekerjakampus weuuw punya cabang juga sekarang ,neutral
Sosialisasi Jilid II mungkin yang sekarang lebih lengkap dan lebih siap https://t.co/rC8k1TROSF,trust
ayo tukin nya diturunin @.kemlu,neutral
Sosialisasi juknis tukin dosen ASN @Kemdiktisaintek https://t.co/fTspqinVwo,neutral
Ga bisa kyk gini. Harus dilawan. Dan hasil perlawanan mulai terlihat. Tukin dosen akan segera dibayarkan,anger
@ndahmutty Di kolam ijo juga sama Belum serdik tukin dapat 50% Sudah serdik tukin dapat sisanya kalo lebih dari serdik ,neutral
@shda_agatha_ Tukin pegawai pajak harus di potong kalo pajak anjlok lagi,sadness
@jengjenganjeng1 sekalinya bisa harus dl dlu plus izin 5 hari (dipotong 500rb dr tukin),neutral
@GreatMister2023 @ocpinion @sanashelbyy @ardisatriawan Iya total gaji ama tukin bisa 2 digit blm perdin2 *sebelum efisiensi,joy
@sarii_naah @Pejuangsakti55 @Siskabenang @Kemdiktisaintek yap..harus gitu..ingat perjuanhan kt dari awal tukin for all tpi kenyataannya yg dinayar gak for all jd mmg hrus ekstra dikawal kmnterian kita banyak oknum2 yg tdk senang dosen sejahtera,joy
@randomable_ segera Audit komisi HAM dan Tukin nya KPAI juga tuh,neutral
Alamat dipotong tukin lagi ini mah wkwk yaudaa,neutral
@democrazymedia Tukin Kemenkeu juga perlu dikritik Bu....jomplang,neutral
@jyungbin_3gp Penyumbang tukin kak woomin (collapsedone),neutral
@xcoffeebeer @ssjazila @doubleD_0224 @Kemdiktisaintek @KemenkesRI @prabowo @Gerindra hahhh?? cpns dosen @Kemdiktisaintek ?,neutral
DJP &amp; DJBC. Tier Unit Kerja Level Ultra Sultan. Banyak faktor lain tp salah satu faktor tunjangan asn gak punya standar dan cenderung ugal2an ya karena klo ada standar nanti tukin dan insentif mereka ini bakal berkurang banyak bahkan sampai hilang.,fear
@kekoreaan Oh iya itu mah tukin nya ok apalagi kalau temen kamu masih single gas aja hahahahaha aku penempatan di jakarta kayaknya kalau penempatan di luar jakarta ga akan aku ambil ,joy
@IndonesiaGaruda Apakah Kerugian yang dialami @IndonesiaGaruda itu berkaitan dengan Gaji dan Tunjangan Jabatan/Tukin atau ada penyebab yang lain- Korupsi misalnya markup Pembelian apa saja termasuk Pengadaan Catering Hutang BBM - silahkan saja dilidik #hening,joy
@andosimarmata Gas pas tukin cair ,neutral
@wunderkid_id @ardisatriawan Ya pake lah itu diaspora mau tau statement ngasal kek gini berlaku ga ke dosen ga usah buka formasi cpns dosen ambil semua dari luar kasih gapok 3 juta tanpa tukin Ngomong soal kerja paling depan bikin sejahtera yang kerja langsung pada kicep ,neutral
@astarothkiddo Mereka mau make orang2 militer buat ngaburin realita masalah soal TUKIN Sama kaya kemarin yg soal masalah guru di daerah 3T juga gitu,fear
@kamto_adi weeee tukin dosen aja kepotong anggaran ini ngapain TNI mau masuk kampus kecuali unhan ya terserah. Fokus di scope masing-masing aja napa sihhh? Lahan orang kok mau diembat juga Kecuali kalo situ sudah tidak bertugas di militer alias pensiun ya monggo jgn maruk lah,fear
bener tukin dosen aja sampe sekarang lho masih gimana malah mau buat gebrakan baru si mendiktinya,neutral
@ThmsGr99 @Dimaz94556818 @kuntibogeeel Itu secara umum bisa berlaku untuk semua pegawai di bawah pemda tertentu. Tp ada juga yg pegawai lainnya masih dapet tpp + uang makan tp KHUSUS GURU ga dapet (pdhl pegawai dinas pendidikannya aja dapet) ehehehhe Makanya kl mau jd pns guru mending guru madrasah masih dpt tukin,fear
@Dimaz94556818 @kuntibogeeel PNS dosen tdk sejahtera ga dpt tukin udah gitu serdos jg kudu nunggu minimal 5 thn Mau ngajukan jabfung ada yg gagal terhalang SKP yg ga cukup ,sadness
@PNS_Garis_Lucu min mau tanya dong karena masih awam jabfung auditor ahli pertama di kemenag kampus BLU yang udah nerapin remun itu dapetnya remun atau tukin? nyari info ini dr kemaren jawabannya beda beda. siapa tau ada yang paham makasih min,trust
@tukin_dosenASN sngsaranya jd dosn biasa di konoha klo niat mau mnsejahterkn naikkn aja gaji dosn 5x..single salary ndak usah syrat ini itu yg ga setuju pastilh dosen pejabt di ptn bh dn blu psti lbh rendh dr tukin..mkanya pd rebutan jbatan jilat sna sini klo bisa dipersilit ngpain dipermudah,joy
As a umbi rakjel plus kagak ada tukin kita tidak boleh pasrah aja dengan yang namanya keadaan finansial. Nyiapin dana buat pensiun dan investasi suatu hal yang wajib walaupun kondisinya serba . Disclaimer cuma mau sharing jangan rujak aku,fear
@Ahm_Muslim @ardisatriawan Baguslah wkwkw segede tukin kemensul aja pada gak mau.. Berarti ada yg salah,anger
@ghozyulhaq @nabiylarisfa Krn dosen ASN&lt;dosen non ASN. Formasi pns tahun sebelumnya banyak yg kosong. Krn dosen ASN tdk ada tukin jd tdk ada yg mau jd dosen ASN. Serta formasi ASN cmn S3 artinya mereka sudah tua berkeluarga tdk cukup digaji 3jt. Plus ASN tdk bisa mempunyai usaha dan berbisnis.,joy
Penyesalan terbesar adalah jadi dosen di kementerian dikti ga jelas ini serba di dzolimi pemerintah tukin dibuat ribet beda sm dosen kemenag yg lancar buat yg mau daftar dosen dikti mending pikir pikir lagi #JanganJadiDosen,fear
@nvsblekn19ht @nabiylarisfa Makanya Tukin dosen mau dihilangkan atau terpaksa ada tapi dapetnya dipersulit ya biar rakyat tetap bodoh ,neutral
Di sosmed sebelah ada professor dr salah satu PTN di Semarang yg salty sama tukin dosen yg mau cair tp H Index belio masih sama kayak aku yg masih umbi. ,anger
@tukin_dosenASN Bayarnya jgn 6 bulan sekali dan ketentuannya kalo BKD statusnya M otomatis tukin 100% Mau 150% brarti kudu beyond compliance kayak publikasi scopus pengabdian masy di LN mitranya ngajar kelas internesyenel...boleh lah lbh dari 100%,trust
@tukin_dosenASN kalo mau mengatur soal prestasi harusnya tambahan dr 100% itu (100%+% prestasi) bukan malah diambil dr yg 100% kinerja dosen kan sudah jelas ada aturannya bgmn seorang dosen disebut berkinerja penuh (100%).,joy
Ditempatkan jauh biaya transport ditanggung sendiri tukin ga ada gaji pokok ga nutup kebutuhan. Siapa yg mau? Jadi dosen/pengajar bukan cuma urusan mengabdi mereka butuh makan.,anger
Jawaban lainnya mereka mana mau ditempatkan di mana saja sedangkan gaji sedikit dan tanpa tukin. Padahal pendidikan harus S2-S3 tapi mereka kerja pun nggak dihargai.,trust
@blueeesky23 @tanyakanrl ya siapa yg mau digaji di bawah umr tp jauh dr domisili padahal minim S2 itu oke kemarin tukin dijanjiin cair tapi ga semua dosen dikti dapet. emang negara ini anti orang pinter kok.,neutral
@ajartwiterran @mentionaink @tanyakanrl Dosen CPNS gak dapat tukin cuma gapok doang 3 jutaan + uang makan 800k. Siapa juga yg mau ditempatkan di luar pulau dengan gaji cuma 3 8 jt. Buat tiket pesawat aja gak cukup,joy
Eits ga gitu. Untuk formasi dosen diawal memang tidak ada klausul siap ditempatkan dimana saja. Karena sedaribawal kita sudah bisa memilih universitas mana yang mau kita daftar. Jadi kebanyakan yg mengundurkan diri bukan hanya karena masalah gaji+tukin. Next,neutral
Buatku untuk daftar aja tuh pertimbangan nya bener-bener banyak banget persiapan nya banyak tanya temen yang udah jadi PNS pas awal CPNS gimana sampai akhirnya bisa menyiapkan ini itu. Makanya kalau mau ambil keputusan harus matang jangan cuma lihat Tukin doang,joy
Ni pemerintah sengklak. Lo kalo mau optimalisasi minimal pilih yang dari daerah situ. Yang bener aja dia daftar di univ sumatera lo campak sampe sulawesi tanpa mikirin tempat tinggal plus tukin gak jelas,fear
@tanyakanrl Mereka realistis sih.. Gaji 2-3 jt Tukin blm jelas. Harga tiket domestik you know lah ya karena lokasinya terpencil harus keluar duit lebih2 buat transport doang. Sama aja dikurung karena mau pulkam harus mikir ribuan kali karena biaya. Belum lagi kalau udah berkeluarga.,anger
@tanyakanrl JAWABANNYA KRN KESEJAHTERAAN NYA ORG WARAS MANA YG MAU DIGAJI 2-3 JT TANPA TUKIN PDHL SYARAT SEABREK PENDIDIKAN S2 S3 TP THP SM BLUE COLLAR KALAH JAUH EMG INDON DARURAT EMG RUSAK NIH SISTEM KLU GAJI GEDE MAU DITEMPATKAN JAUH JG GAS LIAT AJA CPNS BPK/ INSTANSI SULTAN LAINNYA,fear
Beban kemajuan bangsa? funny motherfucker.. Problematikanya satu aja sih... Kalau udah dilempar ke polosok apa pemerintah mau support??? tukin aja sering telat... stop dah memerah manusia dgn kata pahlawan tanpa jasa ... know your place fool.,trust
@SelepasRehat @tanyakanrl Ka tahu ga kenyataannya gmn? Mereka yang ga ambil itu yang lolos optimalisasi bayangin awal kamu ambil di sumatera trs dioptimalisasi ke papua dgn gaji dan tunj ga seberapa (bhkan tukin aja ga ada) realistis klo yg bekelurga mau dikasih makan apa?,fear
@raearenin @tanyakanrl Ka dosen ga dapat tukin kan ya denger² tp dapet uang yg kaya guru itu ga sih yg 3 bln sekali itu? Mau tanya aja soalnya tmn gua tdnya ambis mau jd dosen tp tbtb pindah haluan grgr gaji kecil trs ga dpt Tukin katamya,joy
Ya jelas gak mau lah orang gajinya sehelaan napas doang kocak mana tukin jg kagak ada. Pemerintah sinting. Ayo berserikat!,fear
Pemerintah yang oon Tukin mau diapusin tapi gaji pokok kecil ya orang sampai S2 itu mahal cuy kalau harus sengsara gitu tanpa Tukin yang bener bener aja,fear
Realistis aja. Gaji secuil tukin gak jelas. Mau ditempatin jauh pula. Balik modal kagak rugi bandar iya.,joy
@hnirankara @gedangqluthuk @tanyakanrl Banyak tidak mau jadi dosen di luar pulau jauh dari domisili karena tidak ada tukin. Awal-awal hanya dapet gapok 3 juta,neutral
@tanyakanrl Soalnya gaji dosen kecil tukin ga cari beban kerjanya juga berat. Gimana ga pada mengundurkan diri apalagi ini malah harus mau ditempatkan di mana saja. Kecuali gaji gede dan sepadan paati juga pada mau aja,joy
@txtdrjkt @ahriesonta klo kerja berdasarkan transaksional gini Klo mau transaksional sekalian aja gak usah ada gaki pokok sama tukin Pelayanan polisi dijadiin dagangan aja . Makin mahal makin express pelayanannya,neutral
Pemerintah jg perlu evaluasi kinerjanya sendiri itu daerah² udah sejahtera blm akses transport dllnya gmn ada rumdin apa ga. Kalo tukin gajelas apa² mahal mau kesana sini susah ya jelas banyak yg ngundurin diri. Gaji ga sebanding sm biaya hidup+effort,anger
@tanyakanrl Jangan daftar dong kalo gak mau ditempatin dimana saja Ya awalnya mereka pasti mau karna ada gaji + tukin tapi setelah ketrima berita tukin yg gak ada kejelasan dan mau di hapus ya siapa yg mau jadi asn dosen,joy
Gajinya 80% setahun. Ga ada tukin. Org bego mana yg mau idup pake duit 3jt sebulan selama setaun? Ya meskipun gua jg bego sih.,neutral
@ikhwanuddin @direktoridosen @Kemdiktisaintek Staf aktifnya dapet tukin pak. (kecuali dosen aktifnya) . Masalahnya mereka bukan daftar kesitu kan? Bahkan mungkin ada yg ga tau kampus itu dimana baru nyari tau pas udah lulus. Ya hak mereka jg mau mundur atau tidak.,neutral
